Layous;Ma;North Haven;78112 Morris Ave;6473;203-721-3388;mlayous@hotmail.com;0
Coyier;Detra;Aberdeen;96950 Hidden Ln;21001;410-739-9277;detra@aol.com;0
Rodeigues;Terrilyn;New Orleans;3718 S Main St;70130;504-463-4384;terrilyn.rodeigues@cox.net;0
Lacovara;Salome;Richmond;9677 Commerce Dr;23219;804-550-5097;slacovara@gmail.com;0
Keetch;Garry;Southampton;5 Green Pond Rd #4;18966;215-979-8776;garry_keetch@hotmail.com;0
Neither;Matthew;Shakopee;636 Commerce Dr #42;55379;952-651-7597;mneither@yahoo.com;0
Restrepo;Theodora;Miami;42744 Hamann Industrial Pky #82;33136;305-936-8226;theodora.restrepo@restrepo.com;0
Kalafatis;Noah;Milwaukee;1950 5th Ave;53209;414-263-5287;noah.kalafatis@aol.com;0
Sweigard;Carmen;Somerset;61304 N French Rd;8873;732-941-2621;csweigard@sweigard.com;0
Hengel;Lavonda;Fargo;87 Imperial Ct #79;58102;701-898-2154;lavonda@cox.net;0
Stoltzman;Junita;Carson City;94 W Dodge Rd;89701;775-638-9963;junita@aol.com;0
Nicolozakes;Herminia;Scottsdale;4 58th St #3519;85254;602-954-5141;herminia@nicolozakes.org;0
Good;Casie;Nashville;5221 Bear Valley Rd;37211;615-390-2251;casie.good@aol.com;0
Maisto;Reena;Salisbury;9648 S Main;21801;410-351-1863;reena@hotmail.com;0
Mallett;Mirta;New York;7 S San Marcos Rd;10004;212-870-1286;mirta_mallett@gmail.com;0
Pontoriero;Cathrine;Amarillo;812 S Haven St;79109;806-703-1435;cathrine.pontoriero@pontoriero.com;0
Tawil;Filiberto;Los Angeles;3882 W Congress St #799;90016;323-765-2528;ftawil@hotmail.com;0
Upthegrove;Raul;La Mesa;4 E Colonial Dr;91942;619-509-5282;rupthegrove@yahoo.com;0
Candlish;Sarah;Atlanta;45 2nd Ave #9759;30328;770-732-1194;sarah.candlish@gmail.com;0
Treston;Lucy;Worcester;57254 Brickell Ave #372;1602;508-769-5250;lucy@cox.net;0
Aquas;Judy;Niles;8977 Connecticut Ave Nw #3;49120;269-756-7222;jaquas@aquas.com;0
Tjepkema;Yvonne;Fairfield;9 Waydell St;7004;973-714-1721;yvonne.tjepkema@hotmail.com;0
Lace;Kayleigh;Lafayette;43 Huey P Long Ave;70508;337-740-9323;kayleigh.lace@yahoo.com;0
Hirpara;Felix;Denver;7563 Cornwall Rd #4462;17517;717-491-5643;felix_hirpara@cox.net;0
Sweely;Tresa;Valley Park;22 Bridle Ln;63088;314-359-9566;tresa_sweely@hotmail.com;0
Turinetti;Kristeen;Arlington;70099 E North Ave;76013;817-213-8851;kristeen@gmail.com;0
Regusters;Jenelle;Tampa;3211 E Northeast Loop;33619;813-932-8715;jregusters@regusters.com;0
Monterrubio;Renea;Atlanta;26 Montgomery St;30328;770-679-4752;renea@hotmail.com;0
Matuszak;Olive;Cathedral City;13252 Lighthouse Ave;92234;760-938-6069;olive@aol.com;0
Reiber;Ligia;Lansing;206 Main St #2804;48933;517-906-1108;lreiber@cox.net;0
Eschberger;Christiane;Phoenix;96541 W Central Blvd;85034;602-390-4944;christiane.eschberger@yahoo.com;0
Schirpke;Goldie;Bangor;34 Saint George Ave #2;4401;207-295-7569;goldie.schirpke@yahoo.com;0
Timenez;Loreta;Clinton;47857 Coney Island Ave;20735;301-696-6420;loreta.timenez@hotmail.com;0
Hauenstein;Fabiola;York;8573 Lincoln Blvd;17404;717-809-3119;fabiola.hauenstein@hauenstein.org;0
Perigo;Amie;Mesquite;596 Santa Maria Ave #7913;75150;972-419-7946;amie.perigo@yahoo.com;0
Brachle;Raina;Butte;3829 Ventura Blvd;59701;406-318-1515;raina.brachle@brachle.org;0
Canlas;Erinn;Livingston;13 S Hacienda Dr;7039;973-767-3008;erinn.canlas@canlas.com;0
Lietz;Cherry;Waterford;40 9th Ave Sw #91;48329;248-980-6904;cherry@lietz.com;0
Vonasek;Kattie;Cleveland;2845 Boulder Crescent St;44103;216-923-3715;kattie@vonasek.org;0
Scriven;Lilli;Abilene;33 State St;79601;325-631-1560;lilli@aol.com;0
Tomasulo;Whitley;Fort Worth;2 S 15th St;76107;817-526-4408;whitley.tomasulo@aol.com;0
Adkin;Barbra;Brooklyn;4 Kohler Memorial Dr;11230;718-201-3751;badkin@hotmail.com;0
Thyberg;Hermila;Providence;1 Rancho Del Mar Shopping C;2903;401-893-4882;hermila_thyberg@hotmail.com;0
Flister;Jesusita;Lancaster;3943 N Highland Ave;17601;717-885-9118;jesusita.flister@hotmail.com;0
Julia;Caitlin;Johnston;5 Williams St;2919;401-948-4982;caitlin.julia@julia.org;0
Hoffis;Roosevelt;Hialeah;60 Old Dover Rd;33014;305-622-4739;roosevelt.hoffis@aol.com;0
Halter;Helaine;Jersey City;8 Sheridan Rd;7304;201-832-4168;hhalter@yahoo.com;0
Martabano;Lorean;San Antonio;85092 Southern Blvd;78204;210-856-4979;lorean.martabano@hotmail.com;0
Buzick;France;Brooklyn;64 Newman Springs Rd E;11219;718-478-8504;france.buzick@yahoo.com;0
Ferrario;Justine;Pomona;48 Stratford Ave;91768;909-993-3242;jferrario@hotmail.com;0
Nabours;Adelina;Cleveland;80 Pittsford Victor Rd #9;44103;216-230-4892;adelina_nabours@gmail.com;0
Dhamer;Derick;New York;87163 N Main Ave;10013;212-304-4515;ddhamer@cox.net;0
Dallen;Jerry;Richmond;393 Lafayette Ave;23219;804-762-9576;jerry.dallen@yahoo.com;0
Ragel;Leota;Trion;99 5th Ave #33;30753;706-221-4243;leota.ragel@gmail.com;0
Amyot;Jutta;Broussard;49 N Mays St;70518;337-515-1438;jamyot@hotmail.com;0
Gehrett;Aja;Nutley;993 Washington Ave;7110;973-544-2677;aja_gehrett@hotmail.com;0
Herritt;Kirk;Vestal;88 15th Ave Ne;13850;607-407-3716;kirk.herritt@aol.com;0
Mauson;Leonora;Passaic;3381 E 40th Ave;7055;973-412-2995;leonora@yahoo.com;0
Brucato;Winfred;Moscow;201 Ridgewood Rd;83843;208-252-4552;winfred_brucato@hotmail.com;0
Nachor;Tarra;San Francisco;39 Moccasin Dr;94104;415-411-1775;tarra.nachor@cox.net;0
Loder;Corinne;North Attleboro;4 Carroll St;2760;508-942-4186;corinne@loder.org;0
Labreche;Dulce;Rochester;9581 E Arapahoe Rd;48307;248-357-8718;dulce_labreche@yahoo.com;0
Keneipp;Kate;Green Bay;33 N Michigan Ave;54301;920-353-6377;kate_keneipp@yahoo.com;0
Ogg;Kaitlyn;Baltimore;2 S Biscayne Blvd;21230;410-665-4903;kaitlyn.ogg@gmail.com;0
Saras;Sherita;Colorado Springs;8 Us Highway 22;80937;719-669-1664;sherita.saras@cox.net;0
Stuer;Lashawnda;Toledo;7422 Martin Ave #8;43607;419-588-8719;lstuer@cox.net;0
Syrop;Ernest;Hyattsville;94 Chase Rd;20785;301-998-9644;ernest@cox.net;0
Halsey;Nobuko;New Bedford;8139 I Hwy 10 #92;2745;508-855-9887;nobuko.halsey@yahoo.com;0
Wolny;Lavonna;Mc Lean;5 Cabot Rd;22102;703-483-1970;lavonna.wolny@hotmail.com;0
Lizama;Lashaunda;Hanover;3387 Ryan Dr;21076;410-678-2473;llizama@cox.net;0
Bilden;Mariann;Austin;3125 Packer Ave #9851;78753;512-223-4791;mariann.bilden@aol.com;0
Rodenberger;Helene;Peoria;347 Chestnut St;85381;623-461-8551;helene@aol.com;0
Estell;Roselle;Bucyrus;8116 Mount Vernon Ave;44820;419-571-5920;roselle.estell@hotmail.com;0
Heintzman;Samira;Kent;8772 Old County Rd #5410;98032;206-311-4137;sheintzman@hotmail.com;0
Meisel;Margart;Cincinnati;868 State St #38;45251;513-617-2362;margart_meisel@yahoo.com;0
Bennick;Kristofer;Bloomington;772 W River Dr;47404;812-368-1511;kristofer.bennick@yahoo.com;0
Acuff;Weldon;Arlington Heights;73 W Barstow Ave;60004;847-353-2156;wacuff@gmail.com;0
Shadrick;Shalon;Brooklyn;61047 Mayfield Ave;11223;718-232-2337;shalon@cox.net;0
Patak;Denise;Orlando;2139 Santa Rosa Ave;32801;407-446-4358;denise@patak.org;0
Beech;Louvenia;Beverly Hills;598 43rd St;90210;310-820-2117;louvenia.beech@beech.com;0
Yaw;Audry;Brandon;70295 Pioneer Ct;33511;813-797-4816;audry.yaw@yaw.org;0
Ehmann;Kristel;El Paso;92899 Kalakaua Ave;79925;915-452-1290;kristel.ehmann@aol.com;0
Zepp;Vincenza;El Cajon;395 S 6th St #2;92020;619-603-5125;vzepp@gmail.com;0
Gwalthney;Elouise;Bladensburg;9506 Edgemore Ave;20710;301-841-5012;egwalthney@yahoo.com;0
Maillard;Venita;Anaheim;72119 S Walker Ave #63;92801;714-523-6653;venita_maillard@gmail.com;0
Semidey;Kasandra;Saint Louis;369 Latham St #500;63102;314-732-9131;kasandra_semidey@semidey.com;0
Discipio;Xochitl;Round Rock;3158 Runamuck Pl;78664;512-233-1831;xdiscipio@gmail.com;0
Linahan;Maile;Greensboro;9 Plainsboro Rd #598;27409;336-670-2640;mlinahan@yahoo.com;0
Rauser;Krissy;Coram;8728 S Broad St;11727;631-443-4710;krauser@cox.net;0
Dubaldi;Pete;Lyndhurst;2215 Prosperity Dr;7071;201-825-2514;pdubaldi@hotmail.com;0
Paa;Linn;Memphis;1 S Pine St;38112;901-412-4381;linn_paa@paa.com;0
Wide;Paris;Atlanta;187 Market St;30342;404-505-4445;paris@hotmail.com;0
Dorshorst;Wynell;Pacifica;94290 S Buchanan St;94044;650-473-1262;wynell_dorshorst@dorshorst.org;0
Birkner;Quentin;Burnsville;7061 N 2nd St;55337;952-702-7993;qbirkner@aol.com;0
Kannady;Regenia;Scottsdale;10759 Main St;85260;480-726-1280;regenia.kannady@cox.net;0
Louissant;Sheron;Long Island City;97 E 3rd St #9;11101;718-976-8610;sheron@aol.com;0
Funnell;Izetta;Atlanta;82 Winsor St #54;30340;770-844-3447;izetta.funnell@hotmail.com;0
Butzen;Rodolfo;Northfield;41 Steel Ct;55057;507-210-3510;rodolfo@hotmail.com;0
Colla;Zona;Norwalk;49440 Dearborn St;6854;203-461-1949;zona@hotmail.com;0
Zagen;Serina;Fort Wayne;7 S Beverly Dr;46802;260-273-3725;szagen@aol.com;0
Sahagun;Paz;Meridian;919 Wall Blvd;39307;601-927-8287;paz_sahagun@cox.net;0
Lukasik;Markus;Sterling Heights;89 20th St E #779;48310;586-970-7380;markus@yahoo.com;0
Bachman;Jaclyn;Colorado Springs;721 Interstate 45 S;80919;719-853-3600;jaclyn@aol.com;0
Daufeldt;Cyril;New York;3 Lawton St;10013;212-745-8484;cyril_daufeldt@daufeldt.com;0
Schnitzler;Gayla;Hayward;38 Pleasant Hill Rd;94545;510-686-3407;gschnitzler@gmail.com;0
Nievas;Erick;Chicago;45 E Acacia Ct;60624;773-704-9903;erick_nievas@aol.com;0
Drymon;Jennie;Scranton;63728 Poway Rd #1;18509;570-218-4831;jennie@cox.net;0
Scipione;Mitsue;Oroville;77 222 Dr;95965;530-986-9272;mscipione@scipione.com;0
Ventura;Ciara;Port Jervis;53 W Carey St;12771;845-823-8877;cventura@yahoo.com;0
Cantres;Galen;Brook Park;617 Nw 36th Ave;44142;216-600-6111;galen@yahoo.com;0
Feichtner;Truman;Bloomfield;539 Coldwater Canyon Ave;7003;973-852-2736;tfeichtner@yahoo.com;0
Kitty;Gail;Anchorage;735 Crawford Dr;99501;907-435-9166;gail@kitty.com;0
Schoeneck;Dalene;Philadelphia;910 Rahway Ave;19102;215-268-1275;dalene@schoeneck.org;0
Witten;Gertude;Cincinnati;7 Tarrytown Rd;45217;513-977-7043;gertude.witten@gmail.com;0
Kohl;Lizbeth;Gardena;35433 Blake St #588;90248;310-699-1222;lizbeth@yahoo.com;0
Berray;Glenn;Des Moines;29 Cherry St #7073;50315;515-370-7348;gberray@gmail.com;0
Klang;Lashandra;King of Prussia;810 N La Brea Ave;19406;610-809-1818;lashandra@yahoo.com;0
Newville;Lenna;Raleigh;987 Main St;27601;919-623-2524;lnewville@newville.com;0
Pagliuca;Laurel;Richland;36 Enterprise St Se;99352;509-695-5199;laurel@yahoo.com;0
Frerking;Mireya;Pelham;8429 Miller Rd;10803;914-868-5965;mireya.frerking@hotmail.com;0
Tagala;Annelle;Parkville;5 W 7th St;21234;410-757-1035;annelle@yahoo.com;0
Ketelsen;Dean;Hicksville;2 Flynn Rd;11801;516-847-4418;dean_ketelsen@gmail.com;0
Munis;Levi;Worcester;2094 Ne 36th Ave;1603;508-456-4907;levi.munis@gmail.com;0
Ryser;Sylvie;Tulsa;649 Tulane Ave;74105;918-644-9555;sylvie@aol.com;0
Maile;Sharee;Muskegon;2094 Montour Blvd;49442;231-467-9978;sharee_maile@aol.com;0
Storment;Cordelia;Lafayette;393 Hammond Dr;70506;337-566-6001;cordelia_storment@aol.com;0
Mcdoniel;Mollie;Bowling Green;8590 Lake Lizzie Dr;43402;419-975-3182;mollie_mcdoniel@yahoo.com;0
Mccullan;Brett;La Mesa;87895 Concord Rd;91942;619-461-9984;brett.mccullan@mccullan.com;0
Pedrozo;Teddy;Bridgeport;46314 Route 130;6610;203-892-3863;teddy_pedrozo@aol.com;0
Andreason;Tasia;Kearny;4 Cowesett Ave;7032;201-920-9002;tasia_andreason@yahoo.com;0
Walthall;Hubert;Barberton;95 Main Ave #2;44203;330-903-1345;hubert@walthall.org;0
Farrow;Arthur;Englewood;28 S 7th St #2824;7631;201-238-5688;arthur.farrow@yahoo.com;0
Berlanga;Vilma;Grand Rapids;79 S Howell Ave;49546;616-737-3085;vberlanga@berlanga.com;0
Miro;Billye;Pearl;36 Lancaster Dr Se;39208;601-567-5386;billye_miro@cox.net;0
Slayton;Glenna;Memphis;2759 Livingston Ave;38118;901-640-9178;glenna_slayton@cox.net;0
Hudnall;Mitzie;Englewood;17 Jersey Ave;80110;303-402-1940;mitzie_hudnall@yahoo.com;0
Rodefer;Bernardine;Memphis;2 W Grand Ave;38112;901-901-4726;bernardine_rodefer@yahoo.com;0
Schmaltz;Staci;Pasadena;18 Coronado Ave #563;91106;626-866-2339;staci_schmaltz@aol.com;0
Meteer;Nichelle;Chicago;72 Beechwood Ter;60657;773-225-9985;nichelle_meteer@meteer.com;0
Rhoden;Janine;Astoria;92 Broadway;11103;718-228-5894;jrhoden@yahoo.com;0
Hoopengardner;Ettie;Richland;39 Franklin Ave;99352;509-755-5393;ettie.hoopengardner@hotmail.com;0
Jayson;Eden;Baltimore;4 Iwaena St;21202;410-890-7866;eden_jayson@yahoo.com;0
Auber;Lynelle;Newark;32820 Corkwood Rd;7104;973-860-8610;lynelle_auber@gmail.com;0
Tomblin;Merissa;Bellflower;34 Raritan Center Pky;90706;562-579-6900;merissa.tomblin@gmail.com;0
Kaniecki;Golda;Toms River;6201 S Nevada Ave;8755;732-628-9909;golda_kaniecki@yahoo.com;0
Gleich;Catarina;Denville;78 Maryland Dr #146;7834;973-210-3994;catarina_gleich@hotmail.com;0
Kiel;Virgie;Denver;76598 Rd  I 95 #1;80216;303-776-7548;vkiel@hotmail.com;0
Ostolaza;Jolene;Newport News;1610 14th St Nw;23608;757-682-7116;jolene@yahoo.com;0
Borgman;Keneth;Phoenix;86350 Roszel Rd;85012;602-919-4211;keneth@yahoo.com;0
Nayar;Rikki;Miami;1644 Clove Rd;33155;305-968-9487;rikki@nayar.com;0
Sengbusch;Elke;Phoenix;9 W Central Ave;85013;602-896-2993;elke_sengbusch@yahoo.com;0
Sarao;Hoa;Oak Hill;27846 Lafayette Ave;32759;386-526-7800;hoa@sarao.org;0
Mcrae;Trinidad;San Francisco;10276 Brooks St;94105;415-331-9634;trinidad_mcrae@yahoo.com;0
Lueckenbach;Mari;San Diego;1 Century Park E;92110;858-793-9684;mari_lueckenbach@yahoo.com;0
Husser;Selma;Jersey City;9 State Highway 57 #22;7306;201-991-8369;selma.husser@cox.net;0
Onofrio;Antione;San Bernardino;4 S Washington Ave;92410;909-430-7765;aonofrio@onofrio.com;0
Jurney;Luisa;Cambridge;25 Se 176th Pl;2138;617-365-2134;ljurney@hotmail.com;0
Heimann;Clorinda;Escondido;105 Richmond Valley Rd;92025;760-291-5497;clorinda.heimann@hotmail.com;0
Wenzinger;Dick;Gardena;22 Spruce St #595;90248;310-510-9713;dick@yahoo.com;0
Angalich;Ahmed;Harrisburg;2 W Beverly Blvd;17110;717-528-8996;ahmed.angalich@angalich.com;0
Ohms;Iluminada;Mesa;72 Southern Blvd;85204;480-293-2882;iluminada.ohms@yahoo.com;0
Leinenbach;Joanna;Lake Worth;1 Washington St;33461;561-470-4574;joanna_leinenbach@hotmail.com;0
Suell;Caprice;Nashville;90177 N 55th Ave;37211;615-246-1824;caprice@aol.com;0
Myricks;Stephane;Burlington;9 Tower Ave;41005;859-717-7638;stephane_myricks@cox.net;0
Swayze;Quentin;Milan;278 Bayview Ave;48160;734-561-6170;quentin_swayze@yahoo.com;0
Castros;Annmarie;Conroe;80312 W 32nd St;77301;936-751-7961;annmarie_castros@gmail.com;0
Greenbush;Shonda;Clifton;82 Us Highway 46;7011;973-482-2430;shonda_greenbush@cox.net;0
Lapage;Cecil;Union City;4 Stovall St #72;7087;201-693-3967;clapage@lapage.com;0
Claucherty;Jeanice;Miami;19 Amboy Ave;33142;305-988-4162;jeanice.claucherty@yahoo.com;0
Villanueva;Josphine;Moss;63 Smith Ln #8343;38575;931-553-9774;josphine_villanueva@villanueva.com;0
Perruzza;Daniel;Santa Ana;11360 S Halsted St;92705;714-771-3880;dperruzza@perruzza.com;0
Wildfong;Cassi;Rolling Meadows;26849 Jefferson Hwy;60008;847-633-3216;cassi.wildfong@aol.com;0
Galam;Britt;Hatfield;2500 Pringle Rd Se #508;19440;215-888-3304;britt@galam.org;0
Lipkin;Adell;Whippany;65 Mountain View Dr;7981;973-654-1561;adell.lipkin@lipkin.com;0
Rowling;Jacqueline;Erie;1 N San Saba;16501;814-865-8113;jacqueline.rowling@yahoo.com;0
Weglarz;Lonny;Salt Lake City;51120 State Route 18;84115;801-293-9853;lonny_weglarz@gmail.com;0
Diestel;Lonna;Fayetteville;1482 College Ave;28301;910-922-3672;lonna_diestel@gmail.com;0
Samara;Cristal;Los Angeles;4119 Metropolitan Dr;90021;213-975-8026;cristal@cox.net;0
Grenet;Kenneth;East Lansing;2167 Sierra Rd;48823;517-499-2322;kenneth.grenet@grenet.org;0
Mclaird;Elli;Utica;6 Sunrise Ave;13501;315-818-2638;emclaird@mclaird.com;0
Jeanty;Alline;South Bend;55713 Lake City Hwy;46601;574-656-2800;ajeanty@gmail.com;0
Eanes;Sharika;Orlando;75698 N Fiesta Blvd;32806;407-312-1691;sharika.eanes@aol.com;0
Mcnease;Nu;Harrison;88 Sw 28th Ter;7029;973-751-9003;nu@gmail.com;0
Comnick;Daniela;Trenton;7 Flowers Rd #403;8611;609-200-8577;dcomnick@cox.net;0
Colaizzo;Cecilia;Madison;4 Nw 12th St #3849;53717;608-382-4541;cecilia_colaizzo@colaizzo.com;0
Threets;Leslie;Katonah;2 A Kelley Dr;10536;914-861-9748;leslie@cox.net;0
Koppinger;Nan;Greensboro;88827 Frankford Ave;27401;336-370-5333;nan@koppinger.com;0
Dewar;Izetta;Baltimore;2 W Scyene Rd #3;21217;410-473-1708;idewar@dewar.com;0
Arceo;Tegan;Monroe Township;62260 Park Stre;8831;732-730-2692;tegan.arceo@arceo.org;0
Keener;Ruthann;Kerrville;3424 29th St Se;78028;830-258-2769;ruthann@hotmail.com;0
Breland;Joni;Elk Grove Village;35 E Main St #43;60007;847-519-5906;joni_breland@cox.net;0
Rentfro;Vi;Freehold;7163 W Clark Rd;7728;732-605-4781;vrentfro@cox.net;0
Kardas;Colette;Omaha;21575 S Apple Creek Rd;68124;402-896-5943;colette.kardas@yahoo.com;0
Tromblay;Malcolm;Annandale;747 Leonis Blvd;22003;703-221-5602;malcolm_tromblay@cox.net;0
Harnos;Ryan;Plano;13 Gunnison St;75075;972-558-1665;ryan@cox.net;0
Chaffins;Jess;New York;18 3rd Ave;10016;212-510-4633;jess.chaffins@chaffins.org;0
Bourbon;Sharen;Syosset;62 W Austin St;11791;516-816-1541;sbourbon@yahoo.com;0
Juvera;Nickolas;Crystal River;177 S Rider Trl #52;34429;352-598-8301;nickolas_juvera@cox.net;0
Nunlee;Gary;Fortville;2 W Mount Royal Ave;46040;317-542-6023;gary_nunlee@nunlee.org;0
Devreese;Diane;Saint Joseph;1953 Telegraph Rd;64504;816-557-9673;diane@cox.net;0
Chavous;Roslyn;Jackson;63517 Dupont St;39211;601-234-9632;roslyn.chavous@chavous.org;0
Schieler;Glory;Abilene;5 E Truman Rd;79602;325-869-2649;glory@yahoo.com;0
Sayaphon;Rasheeda;Saratoga;251 Park Ave #979;95070;408-805-4309;rasheeda@aol.com;0
Palaia;Alpha;Cherry Hill;43496 Commercial Dr #29;8003;856-312-2629;alpha@yahoo.com;0
Jacobos;Refugia;Hayward;2184 Worth St;94545;510-974-8671;refugia.jacobos@jacobos.com;0
Yori;Shawnda;Longwood;50126 N Plankinton Ave;32750;407-538-5106;shawnda.yori@yahoo.com;0
Delasancha;Mona;Cheyenne;38773 Gravois Ave;82001;307-403-1488;mdelasancha@hotmail.com;0
Liukko;Gilma;Garden City;16452 Greenwich St;11530;516-393-9967;gilma_liukko@gmail.com;0
Gabisi;Janey;Madison;40 Cambridge Ave;53715;608-967-7194;jgabisi@hotmail.com;0
Paskin;Lili;Kearny;20113 4th Ave E;7032;201-431-2989;lili.paskin@cox.net;0
Asar;Loren;Old Forge;6 Ridgewood Center Dr;18518;570-648-3035;loren.asar@aol.com;0
Chesterfield;Dorothy;San Diego;469 Outwater Ln;92126;858-617-7834;dorothy@cox.net;0
Similton;Gail;Thousand Palms;62 Monroe St;92276;760-616-5388;gail_similton@similton.com;0
Tillotson;Catalina;Margate City;3338 A Lockport Pl #6;8402;609-373-3332;catalina@hotmail.com;0
Lorens;Lawrence;Providence;9 Hwy;2906;401-465-6432;lawrence.lorens@hotmail.com;0
Boulter;Carlee;Abilene;8284 Hart St;67410;785-347-1805;carlee.boulter@hotmail.com;0
Ankeny;Thaddeus;Roseville;5 Washington St #1;95678;916-920-3571;tankeny@ankeny.org;0
Oles;Jovita;Daytona Beach;8 S Haven St;32114;386-248-4118;joles@gmail.com;0
Hixenbaugh;Alesia;Washington;9 Front St;20001;202-646-7516;alesia_hixenbaugh@hixenbaugh.org;0
Harabedian;Lai;Novato;1933 Packer Ave #2;94945;415-423-3294;lai@gmail.com;0
Gillaspie;Brittni;Boise;67 Rv Cent;83709;208-709-1235;bgillaspie@gillaspie.com;0
Kampa;Raylene;Elkhart;2 Sw Nyberg Rd;46514;574-499-1454;rkampa@kampa.org;0
Bookamer;Flo;Alliance;89992 E 15th St;69301;308-726-2182;flo.bookamer@cox.net;0
Biddy;Jani;Seattle;61556 W 20th Ave;98104;206-711-6498;jbiddy@yahoo.com;0
Motley;Chauncey;Orlando;63 E Aurora Dr;32804;407-413-4842;chauncey_motley@aol.com;0
